"Datum" "Date" "P" "Rohr" "Uhrzeit_der_Entnahme" "Wasserstand_unter_Flur_m" "wl" "Entnahmetiefe_m" "Temp" "pH" "ec" "SBV" "Cl" "O2" "O2percent" "COD" "oPO4" "TN" "NO3" "NO2" "NH4" "NO3_in_TN" "NO2_in_TN" "NH4_in_TN" "partMatter" "partOrganics" "COD_KMnO4" "remark" "CO2" "TOC_estimated_mg_L" "DOC_estimated_mg_L" "DOC_estimated_from_TOC" "ProbeRohr" "well_depth" "month_year_date" "sampl" "TS" "AS" "OS" "easting" "northing" "disttowater" "disttoFulda"
"1978-10-24" 1978-10-24 "P25" NA "0.42708333333333331" NA NA 5 10.5 6.38 278 2.82 24.4 0.91 8.4 3 11 540 65 2 475 11.9926199261993 0.3690036900369 87.6383763837638 NA NA NA NA NA 1.125 NA 0.3375 NA "P25" "101978" "P25_101978" NA NA NA 547416.500218112 5597383.87373661 6.69597931636695 443.148617361448
"1978-10-24" 1978-10-24 "P26" "2" "0.4513888888888889" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "k. W." NA NA NA NA "2" "P26_2" "101978" "P26_2_101978" NA NA NA 547230.674152015 5597626.93811162 118.938984402101 489.947582775275
"1978-10-24" 1978-10-24 "P26" "3" "0.46180555555555558" NA NA 3 10.6 6.76 378 2.56 32.7 6.09 57 0.6 0.5 1720 1630 9 80 94.8225712623618 0.523560209424084 4.65386852821408 NA NA NA "Sp. Ersetzt durch 0.5" NA 0.225 NA 0.0675 "3" "P26_3" "101978" "P26_3_101978" NA NA NA 547230.674152015 5597626.93811162 118.938984402101 489.947582775275
"1978-10-24" 1978-10-24 "P26" "4" "0.46875" NA NA 3 10.8 6.8 338 2.16 31.8 7.26 68 0.6 0 955 880 5 70 92.1465968586387 0.523560209424084 7.32984293193717 NA NA NA "Sp. Ersetzt durch 0.5" NA 0.225 NA 0.0675 "4" "P26_4" "101978" "P26_4_101978" NA NA NA 547230.674152015 5597626.93811162 118.938984402101 489.947582775275
"1978-10-24" 1978-10-24 "P26" "5" "0.47569444444444442" NA NA 4 10.4 7.1 475 3.46 34.9 4.34 40 0.4 1 5020 4970 0.5 50 98.994124091226 0.00995916741360422 0.995916741360422 NA NA NA "Sp. Ersetzt durch 0.5" NA 0.15 NA 0.045 "5" "P26_5" "101978" "P26_5_101978" NA NA NA 547230.674152015 5597626.93811162 118.938984402101 489.947582775275
"1978-10-24" 1978-10-24 "P27" NA "0.4375" NA NA 4.2 11.1 6.98 1156 5.14 157.1 3 28 1 9 1490 1450 2 35 97.511768661735 0.134498991257566 2.3537323470074 NA NA NA NA NA 0.375 NA 0.1125 NA "P27" "101978" "P27_101978" NA NA NA 547181.46155359 5597345.77366041 14.1024545094393 648.73917502567
"1978-10-24" 1978-10-24 "P31" NA "0.34722222222222227" NA NA 4.25 NA 6.56 323 2.98 26.7 0.73 6.8 2.3 0.5 555 0 5 595 0 0.833333333333333 99.1666666666667 NA NA NA "Sp. Ersetzt durch 0.5" NA 0.8625 NA 0.25875 NA "P31" "101978" "P31_101978" NA NA NA 547949.283922568 5597148.57048822 6.06638807236321 71.8322427497757
"1978-10-24" 1978-10-24 "P32" NA "0.36805555555555558" NA NA 4.3 10.3 7.33 623 5.28 61.9 2.14 20 0.8 11 70 0 2 100 0 1.96078431372549 98.0392156862745 NA NA NA NA NA 0.3 NA 0.09 NA "P32" "101978" "P32_101978" NA NA NA 547620.670765342 5597035.8577628 16.3935506166589 295.030902995258
"1978-10-25" 1978-10-25 "P01" NA "0.38194444444444442" NA NA 4.5 10.6 6.68 1041 3.47 90 1.75 16 2.1 5 230 45 2 185 19.3965517241379 0.862068965517241 79.7413793103448 NA NA NA NA NA 0.7875 NA 0.23625 NA "P01" "101978" "P01_101978" NA NA NA 547498.962188591 5597801.56346088 15.7520116309279 197.921006683123
"1978-10-25" 1978-10-25 "P03" NA "0.37152777777777773" NA NA 3.9 9 7.03 310 2.72 30 2.75 25 2.5 117 6090 5610 5 475 92.1182266009852 0.0821018062397373 7.79967159277504 NA NA NA NA NA 0.9375 NA 0.28125 NA "P03" "101978" "P03_101978" NA NA NA 547560.433839313 5597833.57810824 11.4637509679278 134.609685300649
"1978-10-25" 1978-10-25 "P06" NA "0.34027777777777773" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "P06" "101978" "P06_101978" NA NA NA 547763.369661851 5597644.92981428 5.24542974830661 43.6134979887314
"1978-10-25" 1978-10-25 "P11" NA "0.35416666666666669" NA NA 2.6 11.3 6.96 270 1.94 35.5 7.56 71 1.5 0.5 410 260 49 100 63.5696821515892 11.9804400977995 24.4498777506112 NA NA NA "Sp. Ersetzt durch 0.5" NA 0.5625 NA 0.16875 NA "P11" "101978" "P11_101978" NA NA NA 547659.829176992 5597925.38870853 25.2460520856778 25.2460520856778
"1978-10-25" 1978-10-25 "P12" NA "0.39930555555555558" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "P12" "101978" "P12_101978" NA NA NA 547534.416426167 5598038.10143395 127.400093596062 127.400093596062
"1978-10-25" 1978-10-25 "P13" NA "0.40277777777777773" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "P13" "101978" "P13_101978" NA NA NA 547493.141343616 5598135.46829535 183.306089631364 183.306089631364
"1978-10-25" 1978-10-25 "P22" NA "0.40625" NA NA 4.8 11.2 6.72 1100 5.28 49.8 NA NA 2.1 4 11700 11500 5 225 98.0392156862745 0.0426257459505541 1.91815856777494 NA NA NA NA NA 0.7875 NA 0.23625 NA "P22" "101978" "P22_101978" NA NA NA 547382.721678333 5598081.31679816 251.332720303273 283.099343058577
"1978-10-25" 1978-10-25 "P23" NA "0.41666666666666669" NA NA 3.7 12 7.21 729 4.96 26.1 2.14 21 0.8 15 280 215 5 60 76.7857142857143 1.78571428571429 21.4285714285714 NA NA NA NA NA 0.3 NA 0.09 NA "P23" "101978" "P23_101978" NA NA NA 547296.290949916 5597953.96376568 268.971293943837 369.874657063021
"1978-10-25" 1978-10-25 "P24" NA "0.43055555555555558" NA NA 3.5 11.1 7.08 1057 4.58 26.6 1.06 9.9 1.1 2 240 15 9 215 6.27615062761506 3.76569037656904 89.9581589958159 NA NA NA NA NA 0.4125 NA 0.12375 NA "P24" "101978" "P24_101978" NA NA NA 547383.603624541 5597620.14712582 5.50142533739456 342.890974516111
"1978-10-25" 1978-10-25 "Ful" NA "0.34722222222222227" NA NA NA 8.4 7.48 270 1.86 34.4 NA NA 3.4 525 3310 3050 56 200 92.2565033272837 1.69388989715668 6.04960677555959 NA NA NA NA NA 1.275 NA 0.3825 "bei P06" "Ful" "101978" "Ful_101978" NA NA NA 547759.094909668 5597688.33331299 0 2.33465325998646e-09
"1978-10-25" 1978-10-25 "Sei" NA "0.34375" NA NA NA 8.6 7.41 291 2.58 27.4 NA NA 4.2 1120 5230 4950 70 215 94.5558739255014 1.33715377268386 4.10697230181471 NA NA NA NA NA 1.575 NA 0.4725 "bei P06" "Sei" "101978" "Sei_101978" NA NA NA 547768.354841584 5597643.29771444 0 4
"1978-08-08" 1978-08-08 "P01" NA "0.3611111111111111" NA NA 4.5 9.7 6.48 1242 3.4 220.1 2.02 18 0.8 3 90 60 1 29 66.6666666666667 1.11111111111111 32.2222222222222 NA NA NA NA NA 0.3 NA 0.09 NA "P01" "081978" "P01_081978" NA NA NA 547498.962188591 5597801.56346088 15.7520116309279 197.921006683123
"1978-08-08" 1978-08-08 "P03" NA "0.3576388888888889" NA NA 3.9 12 6.78 43 3.12 27 2.73 26 1.6 13 1690 1640 1 46 97.2139893301719 0.0592768227622999 2.7267338470658 NA NA NA NA NA 0.6 NA 0.18 NA "P03" "081978" "P03_081978" NA NA NA 547560.433839313 5597833.57810824 11.4637509679278 134.609685300649
"1978-08-08" 1978-08-08 "P07" NA "0.44097222222222227" NA NA 4.1 10.7 6.97 644 5.74 68.5 1.43 13 0.4 3 10 0 9 12 0 42.8571428571429 57.1428571428571 NA NA NA NA NA 0.15 NA 0.045 NA "P07" "081978" "P07_081978" NA NA NA 547621.729100792 5597291.44577397 212.634119292897 313.413206998357
"1978-08-08" 1978-08-08 "P08" NA "0.42708333333333331" NA NA 3.75 10.6 6.83 398 3.02 34.5 1.87 17 1.2 6 110 40 1 70 36.036036036036 0.900900900900901 63.0630630630631 NA NA NA NA NA 0.45 NA 0.135 NA "P08" "081978" "P08_081978" NA NA NA 547597.916553167 5597489.88367085 63.9337749672504 247.655679007636
"1978-08-08" 1978-08-08 "P09" NA "0.41319444444444442" NA NA 3.6 10.3 6.77 653 3.7 42.2 0.68 6.3 1 0.5 140 90 3 46 64.7482014388489 2.15827338129496 33.0935251798561 NA NA NA "Sp. Ersetzt durch 0.5" NA 0.375 NA 0.1125 NA "P09" "081978" "P09_081978" NA NA NA 547553.113685783 5597640.34369399 83.1112019991984 177.298630876248
"1978-08-08" 1978-08-08 "P11" NA "0.38541666666666669" NA NA 2.6 12.6 6.72 302 1.86 47.5 3.89 38 1.6 1 340 160 15 170 46.3768115942029 4.34782608695652 49.2753623188406 NA NA NA NA NA 0.6 NA 0.18 NA "P11" "081978" "P11_081978" NA NA NA 547659.829176992 5597925.38870853 25.2460520856778 25.2460520856778
"1978-08-08" 1978-08-08 "P12" NA "0.35069444444444442" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "k,W," NA NA NA NA NA "P12" "081978" "P12_081978" NA NA NA 547534.416426167 5598038.10143395 127.400093596062 127.400093596062
"1978-08-08" 1978-08-08 "P13" NA "0.34722222222222227" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "k,W," NA NA NA NA NA "P13" "081978" "P13_081978" NA NA NA 547493.141343616 5598135.46829535 183.306089631364 183.306089631364
"1978-08-09" 1978-08-09 "P06" NA "0.3923611111111111" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "P06" "081978" "P06_081978" NA NA NA 547763.369661851 5597644.92981428 5.24542974830661 43.6134979887314
"1978-08-09" 1978-08-09 "P24" NA "0.40625" NA NA 3.5 10.6 7.02 1015 4.32 27.8 1.03 9.6 0.8 3 370 140 23 210 37.5335120643432 6.16621983914209 56.3002680965147 NA NA NA NA NA 0.3 NA 0.09 NA "P24" "081978" "P24_081978" NA NA NA 547383.603624541 5597620.14712582 5.50142533739456 342.890974516111
"1978-08-09" 1978-08-09 "P26" NA "0.36458333333333331" NA NA 4.55 9.9 6.9 448 3.1 42.3 3.23 29 0.4 30 2590 2530 1 58 97.7211278485902 0.0386249517188103 2.240247199691 NA NA NA NA NA 0.15 NA 0.045 NA "P26" "081978" "P26_081978" NA NA NA 547230.674152015 5597626.93811162 118.938984402101 489.947582775275
"1978-08-09" 1978-08-09 "P28" NA "0.34027777777777773" NA NA 3.1 8.9 6.65 394 2.26 41.3 7.44 66 0.5 23 6420 6410 0.5 12 99.8053717399766 0.00778513040093422 0.186843129622421 NA NA NA "Sp. Ersetzt durch 0.5" NA 0.1875 NA 0.05625 NA "P28" "081978" "P28_081978" NA NA NA 547076.950927902 5597619.79434734 235.275365930542 642.263131525091
"1978-08-09" 1978-08-09 "Ful" NA "0.39930555555555558" NA NA NA 13.5 7.5 308 1.66 43.6 NA NA 3 840 3120 2640 230 254 84.5070422535211 7.36235595390525 8.13060179257362 NA NA NA NA NA 1.125 NA 0.3375 NA "Ful" "081978" "Ful_081978" NA NA NA 547759.094909668 5597688.33331299 0 2.33465325998646e-09
"1978-08-09" 1978-08-09 "Sei" NA "0.39583333333333331" NA NA NA 13 7.48 241 1.78 21.4 NA NA 3.2 510 4590 4400 86 100 95.9441779328391 1.87527256868731 2.18054949847362 NA NA NA NA NA 1.2 NA 0.36 NA "Sei" "081978" "Sei_081978" NA NA NA 547768.354841584 5597643.29771444 0 4
"1978-07-20" 1978-07-20 "P26" NA "0.34027777777777773" NA NA 4 9.5 6.93 451 3.02 3.25 3.43 31 0.4 9 2480 2470 0 15 99.3963782696177 0 0.603621730382294 NA NA NA "n.n. ersetzt durch 0" NA 0.15 NA 0.045 NA "P26" "071978" "P26_071978" NA NA NA 547230.674152015 5597626.93811162 118.938984402101 489.947582775275
"1978-07-20" 1978-07-20 "P26" "2" "0.34722222222222227" NA NA 2.2 12.3 NA NA NA NA 8.05 78 1.3 1 335 235 14 85 70.3592814371257 4.19161676646707 25.4491017964072 NA NA NA NA NA 0.4875 NA 0.14625 "2" "P26_2" "071978" "P26_2_071978" NA NA NA 547230.674152015 5597626.93811162 118.938984402101 489.947582775275
"1978-07-20" 1978-07-20 "P26" "3" "0.3576388888888889" NA NA 3 10.2 6.37 374 2.38 34.1 2.07 19 0.6 1 1530 1480 12 40 96.6057441253264 0.783289817232376 2.61096605744125 NA NA NA NA NA 0.225 NA 0.0675 "3" "P26_3" "071978" "P26_3_071978" NA NA NA 547230.674152015 5597626.93811162 118.938984402101 489.947582775275
"1978-07-20" 1978-07-20 "P26" "4" "0.36805555555555558" NA NA 3 10.1 6.52 332 2.08 29.6 3.57 33 0.6 1 890 845 5 40 94.9438202247191 0.561797752808989 4.49438202247191 NA NA NA NA NA 0.225 NA 0.0675 "4" "P26_4" "071978" "P26_4_071978" NA NA NA 547230.674152015 5597626.93811162 118.938984402101 489.947582775275
"1978-07-20" 1978-07-20 "P26" "5" "0.37847222222222227" NA NA 4 9.4 7.02 487 3.2 35.4 4.59 41 0.4 2 4250 4180 5 65 98.3529411764706 0.117647058823529 1.52941176470588 NA NA NA NA NA 0.15 NA 0.045 "5" "P26_5" "071978" "P26_5_071978" NA NA NA 547230.674152015 5597626.93811162 118.938984402101 489.947582775275
"1978-04-26" 1978-04-26 "P09" NA "0.39930555555555558" NA NA 3.6 7 6.73 650 3.24 41.2 0.85 7 0.5 20 20 0 17 23 0 42.5 57.5 NA NA NA NA NA 0.1875 NA 0.05625 NA "P09" "041978" "P09_041978" NA NA NA 547553.113685783 5597640.34369399 83.1112019991984 177.298630876248
"1978-04-26" 1978-04-26 "P26" NA "0.37152777777777773" NA NA 4.55 7.8 6.86 419 2.78 32.5 3.59 31 0.2 23 3710 3680 0 34 99.0845449649973 0 0.915455035002693 NA NA NA "n.n. ersetzt durch 0" NA 0.075 NA 0.0225 NA "P26" "041978" "P26_041978" NA NA NA 547230.674152015 5597626.93811162 118.938984402101 489.947582775275
"1978-04-26" 1978-04-26 "P32" NA "0.34375" NA NA 4.3 7 7.01 328 2.06 32 3.88 33 0.8 26 4960 4910 0.5 53 98.9221315603909 0.0100735368187771 1.06779490279037 NA NA NA "Sp. Ersetzt durch 0.5" NA 0.3 NA 0.09 NA "P32" "041978" "P32_041978" NA NA NA 547620.670765342 5597035.8577628 16.3935506166589 295.030902995258
"1978-04-26" 1978-04-26 "Ful" NA "0.4236111111111111" NA NA NA 9.3 7.86 315 1.38 53 NA NA 1.5 250 4740 4480 74 74 96.8020743301642 1.59896283491789 1.59896283491789 NA NA NA NA NA 0.5625 NA 0.16875 "bei P06" "Ful" "041978" "Ful_041978" NA NA NA 547759.094909668 5597688.33331299 0 2.33465325998646e-09
"1978-01-18" 1978-01-18 "P01" NA "0.46527777777777773" NA NA 4 9.5 6.39 1177 2.97 202.5 1.32 12 0.8 1 240 210 12 17 87.8661087866109 5.02092050209205 7.11297071129707 NA NA NA NA NA 0.3 NA 0.09 NA "P01" "011978" "P01_011978" NA NA NA 547498.962188591 5597801.56346088 15.7520116309279 197.921006683123
"1978-01-18" 1978-01-18 "P03" NA "0.45833333333333331" NA NA 3.2 11.8 6.84 787 4.14 80.4 2.2 21 1.2 18 450 350 0 97 78.2997762863535 0 21.7002237136465 NA NA NA "n.n. ersetzt durch 0" NA 0.45 NA 0.135 NA "P03" "011978" "P03_011978" NA NA NA 547560.433839313 5597833.57810824 11.4637509679278 134.609685300649
"1978-01-18" 1978-01-18 "P04" NA "0.38194444444444442" NA NA 3.3 12.3 6.74 339 3.28 26.3 2.51 24 0.8 7 250 170 23 61 66.9291338582677 9.05511811023622 24.0157480314961 NA NA NA NA NA 0.3 NA 0.09 NA "P04" "011978" "P04_011978" NA NA NA 547799.529456393 5597213.6581184 83.3823591725279 171.421887733143
"1978-01-18" 1978-01-18 "P05" NA "0.39930555555555558" NA NA 2.8 10.7 7.16 899 4.81 54.8 3.66 34 0.6 5 450 300 6 144 66.6666666666667 1.33333333333333 32 NA NA NA NA NA 0.225 NA 0.0675 NA "P05" "011978" "P05_011978" NA NA NA 547771.483566968 5597426.91271157 135.964919243589 135.964919243589
"1978-01-18" 1978-01-18 "P06" NA "0.41319444444444442" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "P06" "011978" "P06_011978" NA NA NA 547763.369661851 5597644.92981428 5.24542974830661 43.6134979887314
"1978-01-18" 1978-01-18 "P10" NA "0.4201388888888889" NA NA 3.6 13.4 6.91 504 3.81 52 5.98 59 0.8 1 150 100 0.5 52 65.5737704918033 0.327868852459016 34.0983606557377 NA NA NA "Sp. Ersetz durch 0.5" NA 0.3 NA 0.09 NA "P10" "011978" "P10_011978" NA NA NA 547661.416680167 5597787.80510003 42.0833938384613 42.0833938384613
"1978-01-18" 1978-01-18 "P11" NA "0.44097222222222227" NA NA 2.2 12 6.73 315 1.77 47.7 4.48 43 1.6 3 580 410 70 97 71.0571923743501 12.1317157712305 16.8110918544194 NA NA NA NA NA 0.6 NA 0.18 NA "P11" "011978" "P11_011978" NA NA NA 547659.829176992 5597925.38870853 25.2460520856778 25.2460520856778
"1978-01-18" 1978-01-18 "P12" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "k W." NA NA NA NA NA "P12" "011978" "P12_011978" NA NA NA 547534.416426167 5598038.10143395 127.400093596062 127.400093596062
"1978-01-18" 1978-01-18 "P13" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "k W." NA NA NA NA NA "P13" "011978" "P13_011978" NA NA NA 547493.141343616 5598135.46829535 183.306089631364 183.306089631364
"1978-01-18" 1978-01-18 "P31" NA "0.3611111111111111" NA NA 4.1 NA 6.2 244 1.98 26.3 2.47 23 1.4 6 480 270 9 197 56.7226890756302 1.89075630252101 41.3865546218487 NA NA NA NA NA 0.525 NA 0.1575 NA "P31" "011978" "P31_011978" NA NA NA 547949.283922568 5597148.57048822 6.06638807236321 71.8322427497757
"1978-01-18" 1978-01-18 "Ful" NA NA NA NA NA 12.2 7.54 270 1.8 36.4 NA NA 1.6 480 2620 2280 150 193 86.923370186809 5.71864277544796 7.35798703774304 NA NA NA NA NA 0.6 NA 0.18 "bei P06" "Ful" "011978" "Ful_011978" NA NA NA 547759.094909668 5597688.33331299 0 2.33465325998646e-09
"1978-01-18" 1978-01-18 "Sei" NA NA NA NA NA 13 7.45 250 1.84 22.7 NA NA 3.8 670 5130 4580 182 370 89.2439594699922 3.54637568199532 7.20966484801247 NA NA NA NA NA 1.425 NA 0.4275 "bei P06" "Sei" "011978" "Sei_011978" NA NA NA 547768.354841584 5597643.29771444 0 4
"1978-07-19" 1978-07-19 "P07" NA "0.42708333333333331" NA NA 3.7 9.8 6.98 622 5.68 71.1 1.45 13 0.4 1 20 0 18 9 0 66.6666666666667 33.3333333333333 NA NA NA NA NA 0.15 NA 0.045 NA "P07" "071978" "P07_071978" NA NA NA 547621.729100792 5597291.44577397 212.634119292897 313.413206998357
"1978-07-19" 1978-07-19 "P08" NA "0.40625" NA NA 3.3 10.1 6.88 441 2.96 43.2 1.83 17 1.2 1 250 140 3 104 56.6801619433198 1.21457489878543 42.1052631578947 NA NA NA NA NA 0.45 NA 0.135 NA "P08" "071978" "P08_071978" NA NA NA 547597.916553167 5597489.88367085 63.9337749672504 247.655679007636
"1978-07-19" 1978-07-19 "P09" NA "0.3888888888888889" NA NA 3.2 9.8 6.8 674 3.66 37.8 0.54 4.9 1 0 120 40 27 49 34.4827586206897 23.2758620689655 42.2413793103448 NA NA NA "n.n. ersetzt durch 0" NA 0.375 NA 0.1125 NA "P09" "071978" "P09_071978" NA NA NA 547553.113685783 5597640.34369399 83.1112019991984 177.298630876248
"1978-07-19" 1978-07-19 "P22" NA "0.34027777777777773" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "P22" "071978" "P22_071978" NA NA NA 547382.721678333 5598081.31679816 251.332720303273 283.099343058577
"1978-07-19" 1978-07-19 "P23" NA "0.34722222222222227" NA NA 3.2 11.6 7.15 593 4.8 17.9 2.43 23 1 3 1290 1260 3 23 97.9782270606532 0.233281493001555 1.78849144634526 NA NA NA NA NA 0.375 NA 0.1125 NA "P23" "071978" "P23_071978" NA NA NA 547296.290949916 5597953.96376568 268.971293943837 369.874657063021
"1978-07-19" 1978-07-19 "P24" NA "0.3611111111111111" NA NA 3 10 7.03 992 4.5 39.5 0.86 7.9 0.8 1 470 220 27 227 46.4135021097046 5.69620253164557 47.8902953586498 NA NA NA NA NA 0.3 NA 0.09 NA "P24" "071978" "P24_071978" NA NA NA 547383.603624541 5597620.14712582 5.50142533739456 342.890974516111
"1978-07-19" 1978-07-19 "P25" NA "0.375" NA NA 4.2 9.4 6.29 256 2.5 21.7 1.65 15 2.6 3 430 130 9 290 30.3030303030303 2.0979020979021 67.5990675990676 NA NA NA NA NA 0.975 NA 0.2925 NA "P25" "071978" "P25_071978" NA NA NA 547416.500218112 5597383.87373661 6.69597931636695 443.148617361448
"1978-07-19" 1978-07-19 "P27" NA "0.45833333333333331" NA NA 3.5 9.9 7.02 1060 4.98 140.9 2.76 25 0.6 6 1320 1300 1 15 98.7841945288754 0.0759878419452888 1.13981762917933 NA NA NA NA NA 0.225 NA 0.0675 NA "P27" "071978" "P27_071978" NA NA NA 547181.46155359 5597345.77366041 14.1024545094393 648.73917502567
"1978-07-19" 1978-07-19 "P28" NA "0.47569444444444442" NA NA 4.7 8.8 6.66 181 2.52 43.5 7.33 65 0.5 20 6220 6200 0.5 15 99.7506234413965 0.00804440511624165 0.24133215348725 NA NA NA "Sp. Ersetz durch 0.5" NA 0.1875 NA 0.05625 NA "P28" "071978" "P28_071978" NA NA NA 547076.950927902 5597619.79434734 235.275365930542 642.263131525091
"1978-07-19" 1978-07-19 "P32" NA "0.43402777777777773" NA NA 4 9.5 7.23 575 5.04 56.7 2.88 26 0.6 11 310 290 1 17 94.1558441558442 0.324675324675325 5.51948051948052 NA NA NA NA NA 0.225 NA 0.0675 NA "P32" "071978" "P32_071978" NA NA NA 547620.670765342 5597035.8577628 16.3935506166589 295.030902995258
"1978-06-13" 1978-06-13 "P01" NA "0.36458333333333331" NA NA 4 8.1 6.38 974 2.34 102.2 1.82 16 0.8 3 590 560 12 20 94.5945945945946 2.02702702702703 3.37837837837838 NA NA NA NA NA 0.3 NA 0.09 NA "P01" "061978" "P01_061978" NA NA NA 547498.962188591 5597801.56346088 15.7520116309279 197.921006683123
"1978-06-13" 1978-06-13 "P07" NA "0.42708333333333331" NA NA 3.7 8.2 7 625 5.66 75 1.69 15 0.4 3 20 0 15 12 0 55.5555555555556 44.4444444444444 NA NA NA NA NA 0.15 NA 0.045 NA "P07" "061978" "P07_061978" NA NA NA 547621.729100792 5597291.44577397 212.634119292897 313.413206998357
"1978-06-13" 1978-06-13 "P08" NA "0.40972222222222227" NA NA 3.3 8.4 6.94 432 3.1 43.5 2.09 18 0.8 1 270 130 1 136 48.689138576779 0.374531835205993 50.936329588015 NA NA NA NA NA 0.3 NA 0.09 NA "P08" "061978" "P08_061978" NA NA NA 547597.916553167 5597489.88367085 63.9337749672504 247.655679007636
"1978-06-13" 1978-06-13 "P09" NA "0.3923611111111111" NA NA 3.3 8.4 6.78 697 3.62 46 0.79 7 1 1 180 130 6 52 69.1489361702128 3.19148936170213 27.6595744680851 NA NA NA NA NA 0.375 NA 0.1125 NA "P09" "061978" "P09_061978" NA NA NA 547553.113685783 5597640.34369399 83.1112019991984 177.298630876248
"1978-06-13" 1978-06-13 "Ful" NA "0.4513888888888889" NA NA NA 10.2 7.47 302 1.52 52.4 NA NA 1.6 480 3460 3010 180 267 87.0697136245299 5.20682672837721 7.72345964709285 NA NA NA NA NA 0.6 NA 0.18 "bei P06" "Ful" "061978" "Ful_061978" NA NA NA 547759.094909668 5597688.33331299 0 2.33465325998646e-09
"1978-06-20" 1978-06-20 "P03" NA "0.3611111111111111" NA NA 3.9 NA 6.79 760 3.8 91.7 2.21 20 0.8 6 540 520 0 17 96.8342644320298 0 3.1657355679702 NA NA NA "n.n. ersetzt durch 0" NA 0.3 NA 0.09 NA "P03" "061978" "P03_061978" NA NA NA 547560.433839313 5597833.57810824 11.4637509679278 134.609685300649
"1978-06-20" 1978-06-20 "P06" NA "0.35069444444444442" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "P06" "061978" "P06_061978" NA NA NA 547763.369661851 5597644.92981428 5.24542974830661 43.6134979887314
"1978-06-20" 1978-06-20 "P11" NA "0.375" NA NA 2.6 11.1 6.76 333 1.72 53.5 4.93 46 1.6 5 480 330 35 111 69.327731092437 7.35294117647059 23.3193277310924 NA NA NA NA NA 0.6 NA 0.18 NA "P11" "061978" "P11_061978" NA NA NA 547659.829176992 5597925.38870853 25.2460520856778 25.2460520856778
"1978-06-20" 1978-06-20 "P24" NA "0.3923611111111111" NA NA 3.5 9.1 7.06 885 4.81 40 1.92 17 0.6 3 370 200 9 166 53.3333333333333 2.4 44.2666666666667 NA NA NA NA NA 0.225 NA 0.0675 NA "P24" "061978" "P24_061978" NA NA NA 547383.603624541 5597620.14712582 5.50142533739456 342.890974516111
"1978-06-20" 1978-06-20 "P26" NA "0.40277777777777773" NA NA 4.5 9.1 6.87 438 3.08 35.2 4.04 36 0.4 6 2630 2620 0.5 6 99.7525223681706 0.0190367409099562 0.228440890919475 NA NA NA "Sp. Ersetz durch 0.5" NA 0.15 NA 0.045 NA "P26" "061978" "P26_061978" NA NA NA 547230.674152015 5597626.93811162 118.938984402101 489.947582775275
"1978-06-20" 1978-06-20 "P28" NA "0.43055555555555558" NA NA 5.3 8.2 6.65 386 2.52 43.2 7.76 68 0.2 26 6310 6300 0 12 99.8098859315589 0 0.190114068441065 NA NA NA "n.n. ersetzt durch 0" NA 0.075 NA 0.0225 NA "P28" "061978" "P28_061978" NA NA NA 547076.950927902 5597619.79434734 235.275365930542 642.263131525091
"1978-06-20" 1978-06-20 "Sei" NA "0.35416666666666669" NA NA NA 11.5 7.35 203 1.46 20.6 NA NA 2.1 320 3360 2850 205 304 84.8466805596904 6.10300684727598 9.05031259303364 NA NA NA NA NA 0.7875 NA 0.23625 "bei P06" "Sei" "061978" "Sei_061978" NA NA NA 547768.354841584 5597643.29771444 0 4
"1978-05-24" 1978-05-24 "P06" "1" NA 0.8 NA 1 10.9 6.62 289 1.58 24.7 6.86 64 3.6 92 6390 5990 16 380 93.7989351706859 0.250548073911682 5.95051675540244 NA NA NA NA NA 1.35 NA 0.405 "1" "P06_1" "051978" "P06_1_051978" NA NA NA 547763.369661851 5597644.92981428 5.24542974830661 43.6134979887314
"1978-05-24" 1978-05-24 "P06" "2" NA 0.8 NA 1 11.2 6.85 285 1.59 24.5 7.77 73 4.6 121 6670 5900 37 730 88.4955752212389 0.554972251387431 10.9494525273736 NA NA NA NA NA 1.725 NA 0.5175 "2" "P06_2" "051978" "P06_2_051978" NA NA NA 547763.369661851 5597644.92981428 5.24542974830661 43.6134979887314
